IfcGlobalId,IfcClass,Storey,BoqSec,BoqItemRef,Role,Basis,Confidence
18YHwga450Mw4Fy6M5t_9v,IFCCOLUMN,01 - Entry Level,2,2.04,Concrete,"Column concrete, priced per m3 of column.",0.9
18YHwga450Mw4Fy6M5t_9v,IFCCOLUMN,01 - Entry Level,2,2.09,Formwork,Column formwork is implied by the column it forms.,0.9
18YHwga450Mw4Fy6M5t_9y,IFCCOLUMN,01 - Entry Level,2,2.04,Concrete,"Column concrete, priced per m3 of column.",0.9
18YHwga450Mw4Fy6M5t_9y,IFCCOLUMN,01 - Entry Level,2,2.09,Formwork,Column formwork is implied by the column it forms.,0.9
18YHwga450Mw4Fy6M5t_9z,IFCCOLUMN,01 - Entry Level,2,2.04,Concrete,"Column concrete, priced per m3 of column.",0.9
18YHwga450Mw4Fy6M5t_9z,IFCCOLUMN,01 - Entry Level,2,2.09,Formwork,Column formwork is implied by the column it forms.,0.9
18YHwga450Mw4Fy6M5t_B0,IFCCOLUMN,01 - Entry Level,2,2.04,Concrete,"Column concrete, priced per m3 of column.",0.9
18YHwga450Mw4Fy6M5t_B0,IFCCOLUMN,01 - Entry Level,2,2.09,Formwork,Column formwork is implied by the column it forms.,0.9
18YHwga450Mw4Fy6M5t_B1,IFCCOLUMN,01 - Entry Level,2,2.04,Concrete,"Column concrete, priced per m3 of column.",0.9
18YHwga450Mw4Fy6M5t_B1,IFCCOLUMN,01 - Entry Level,2,2.09,Formwork,Column formwork is implied by the column it forms.,0.9
18YHwga450Mw4Fy6M5t_B3,IFCCOLUMN,01 - Entry Level,2,2.04,Concrete,"Column concrete, priced per m3 of column.",0.9
18YHwga450Mw4Fy6M5t_B3,IFCCOLUMN,01 - Entry Level,2,2.09,Formwork,Column formwork is implied by the column it forms.,0.9
18YHwga450Mw4Fy6M5t_B4,IFCCOLUMN,01 - Entry Level,2,2.04,Concrete,"Column concrete, priced per m3 of column.",0.9
18YHwga450Mw4Fy6M5t_B4,IFCCOLUMN,01 - Entry Level,2,2.09,Formwork,Column formwork is implied by the column it forms.,0.9
18YHwga450Mw4Fy6M5t_B5,IFCCOLUMN,01 - Entry Level,2,2.04,Concrete,"Column concrete, priced per m3 of column.",0.9
18YHwga450Mw4Fy6M5t_B5,IFCCOLUMN,01 - Entry Level,2,2.09,Formwork,Column formwork is implied by the column it forms.,0.9
18YHwga450Mw4Fy6M5t_B6,IFCCOLUMN,01 - Entry Level,2,2.04,Concrete,"Column concrete, priced per m3 of column.",0.9
18YHwga450Mw4Fy6M5t_B6,IFCCOLUMN,01 - Entry Level,2,2.09,Formwork,Column formwork is implied by the column it forms.,0.9
18YHwga450Mw4Fy6M5t_B7,IFCCOLUMN,01 - Entry Level,2,2.04,Concrete,"Column concrete, priced per m3 of column.",0.9
18YHwga450Mw4Fy6M5t_B7,IFCCOLUMN,01 - Entry Level,2,2.09,Formwork,Column formwork is implied by the column it forms.,0.9
18YHwga450Mw4Fy6M5t_B8,IFCCOLUMN,01 - Entry Level,2,2.04,Concrete,"Column concrete, priced per m3 of column.",0.9
18YHwga450Mw4Fy6M5t_B8,IFCCOLUMN,01 - Entry Level,2,2.09,Formwork,Column formwork is implied by the column it forms.,0.9
18YHwga450Mw4Fy6M5t_B9,IFCCOLUMN,01 - Entry Level,2,2.04,Concrete,"Column concrete, priced per m3 of column.",0.9
18YHwga450Mw4Fy6M5t_B9,IFCCOLUMN,01 - Entry Level,2,2.09,Formwork,Column formwork is implied by the column it forms.,0.9
18YHwga450Mw4Fy6M5t_BA,IFCCOLUMN,01 - Entry Level,2,2.04,Concrete,"Column concrete, priced per m3 of column.",0.9
18YHwga450Mw4Fy6M5t_BA,IFCCOLUMN,01 - Entry Level,2,2.09,Formwork,Column formwork is implied by the column it forms.,0.9
18YHwga450Mw4Fy6M5t_BB,IFCCOLUMN,01 - Entry Level,2,2.04,Concrete,"Column concrete, priced per m3 of column.",0.9
18YHwga450Mw4Fy6M5t_BB,IFCCOLUMN,01 - Entry Level,2,2.09,Formwork,Column formwork is implied by the column it forms.,0.9
18YHwga450Mw4Fy6M5t_BC,IFCCOLUMN,01 - Entry Level,2,2.04,Concrete,"Column concrete, priced per m3 of column.",0.9
18YHwga450Mw4Fy6M5t_BC,IFCCOLUMN,01 - Entry Level,2,2.09,Formwork,Column formwork is implied by the column it forms.,0.9
18YHwga450Mw4Fy6M5t_BD,IFCCOLUMN,01 - Entry Level,2,2.04,Concrete,"Column concrete, priced per m3 of column.",0.9
18YHwga450Mw4Fy6M5t_BD,IFCCOLUMN,01 - Entry Level,2,2.09,Formwork,Column formwork is implied by the column it forms.,0.9
18YHwga450Mw4Fy6M5t_BE,IFCCOLUMN,01 - Entry Level,2,2.04,Concrete,"Column concrete, priced per m3 of column.",0.9
18YHwga450Mw4Fy6M5t_BE,IFCCOLUMN,01 - Entry Level,2,2.09,Formwork,Column formwork is implied by the column it forms.,0.9
18YHwga450Mw4Fy6M5t_BF,IFCCOLUMN,01 - Entry Level,2,2.04,Concrete,"Column concrete, priced per m3 of column.",0.9
18YHwga450Mw4Fy6M5t_BF,IFCCOLUMN,01 - Entry Level,2,2.09,Formwork,Column formwork is implied by the column it forms.,0.9
18YHwga450Mw4Fy6M5t_BK,IFCCOLUMN,01 - Entry Level,2,2.04,Concrete,"Column concrete, priced per m3 of column.",0.9
18YHwga450Mw4Fy6M5t_BK,IFCCOLUMN,01 - Entry Level,2,2.09,Formwork,Column formwork is implied by the column it forms.,0.9
18YHwga450Mw4Fy6M5t_BL,IFCCOLUMN,01 - Entry Level,2,2.04,Concrete,"Column concrete, priced per m3 of column.",0.9
18YHwga450Mw4Fy6M5t_BL,IFCCOLUMN,01 - Entry Level,2,2.09,Formwork,Column formwork is implied by the column it forms.,0.9
18YHwga450Mw4Fy6M5t_BM,IFCCOLUMN,01 - Entry Level,2,2.04,Concrete,"Column concrete, priced per m3 of column.",0.9
18YHwga450Mw4Fy6M5t_BM,IFCCOLUMN,01 - Entry Level,2,2.09,Formwork,Column formwork is implied by the column it forms.,0.9
1WrzGm1SD2ev45B_OWQ380,IFCBEAM,02 - Floor,,,Unmapped,The bill prices no beam concrete -- there is no beam item in any section. This is scope the model contains and the estimate never priced.,0.0
1WrzGm1SD2ev45B_OWQ382,IFCBEAM,02 - Floor,,,Unmapped,The bill prices no beam concrete -- there is no beam item in any section. This is scope the model contains and the estimate never priced.,0.0
1WrzGm1SD2ev45B_OWQ384,IFCBEAM,02 - Floor,,,Unmapped,The bill prices no beam concrete -- there is no beam item in any section. This is scope the model contains and the estimate never priced.,0.0
1WrzGm1SD2ev45B_OWQ386,IFCBEAM,02 - Floor,,,Unmapped,The bill prices no beam concrete -- there is no beam item in any section. This is scope the model contains and the estimate never priced.,0.0
1WrzGm1SD2ev45B_OWQ388,IFCBEAM,02 - Floor,,,Unmapped,The bill prices no beam concrete -- there is no beam item in any section. This is scope the model contains and the estimate never priced.,0.0
1WrzGm1SD2ev45B_OWQ38A,IFCBEAM,02 - Floor,,,Unmapped,The bill prices no beam concrete -- there is no beam item in any section. This is scope the model contains and the estimate never priced.,0.0
1WrzGm1SD2ev45B_OWQ38C,IFCBEAM,02 - Floor,,,Unmapped,The bill prices no beam concrete -- there is no beam item in any section. This is scope the model contains and the estimate never priced.,0.0
1WrzGm1SD2ev45B_OWQ38G,IFCBEAM,02 - Floor,,,Unmapped,The bill prices no beam concrete -- there is no beam item in any section. This is scope the model contains and the estimate never priced.,0.0
1WrzGm1SD2ev45B_OWQ38I,IFCBEAM,02 - Floor,,,Unmapped,The bill prices no beam concrete -- there is no beam item in any section. This is scope the model contains and the estimate never priced.,0.0
1WrzGm1SD2ev45B_OWQ38K,IFCBEAM,02 - Floor,,,Unmapped,The bill prices no beam concrete -- there is no beam item in any section. This is scope the model contains and the estimate never priced.,0.0
1WrzGm1SD2ev45B_OWQ38M,IFCBEAM,02 - Floor,,,Unmapped,The bill prices no beam concrete -- there is no beam item in any section. This is scope the model contains and the estimate never priced.,0.0
1WrzGm1SD2ev45B_OWQ38O,IFCBEAM,02 - Floor,,,Unmapped,The bill prices no beam concrete -- there is no beam item in any section. This is scope the model contains and the estimate never priced.,0.0
1WrzGm1SD2ev45B_OWQ38Q,IFCBEAM,02 - Floor,,,Unmapped,The bill prices no beam concrete -- there is no beam item in any section. This is scope the model contains and the estimate never priced.,0.0
1WrzGm1SD2ev45B_OWQ38S,IFCBEAM,02 - Floor,,,Unmapped,The bill prices no beam concrete -- there is no beam item in any section. This is scope the model contains and the estimate never priced.,0.0
1WrzGm1SD2ev45B_OWQ38U,IFCBEAM,02 - Floor,,,Unmapped,The bill prices no beam concrete -- there is no beam item in any section. This is scope the model contains and the estimate never priced.,0.0
1WrzGm1SD2ev45B_OWQ38X,IFCBEAM,02 - Floor,,,Unmapped,The bill prices no beam concrete -- there is no beam item in any section. This is scope the model contains and the estimate never priced.,0.0
1WrzGm1SD2ev45B_OWQ38Z,IFCBEAM,02 - Floor,,,Unmapped,The bill prices no beam concrete -- there is no beam item in any section. This is scope the model contains and the estimate never priced.,0.0
1WrzGm1SD2ev45B_OWQ38_,IFCBEAM,02 - Floor,,,Unmapped,The bill prices no beam concrete -- there is no beam item in any section. This is scope the model contains and the estimate never priced.,0.0
1WrzGm1SD2ev45B_OWQ38f,IFCBEAM,02 - Floor,,,Unmapped,The bill prices no beam concrete -- there is no beam item in any section. This is scope the model contains and the estimate never priced.,0.0
1WrzGm1SD2ev45B_OWQ38h,IFCBEAM,02 - Floor,,,Unmapped,The bill prices no beam concrete -- there is no beam item in any section. This is scope the model contains and the estimate never priced.,0.0
1WrzGm1SD2ev45B_OWQ38n,IFCBEAM,02 - Floor,,,Unmapped,The bill prices no beam concrete -- there is no beam item in any section. This is scope the model contains and the estimate never priced.,0.0
1WrzGm1SD2ev45B_OWQ38r,IFCBEAM,02 - Floor,,,Unmapped,The bill prices no beam concrete -- there is no beam item in any section. This is scope the model contains and the estimate never priced.,0.0
1WrzGm1SD2ev45B_OWQ38t,IFCBEAM,02 - Floor,,,Unmapped,The bill prices no beam concrete -- there is no beam item in any section. This is scope the model contains and the estimate never priced.,0.0
1WrzGm1SD2ev45B_OWQ38v,IFCBEAM,02 - Floor,,,Unmapped,The bill prices no beam concrete -- there is no beam item in any section. This is scope the model contains and the estimate never priced.,0.0
1WrzGm1SD2ev45B_OWQ39B,IFCBEAM,02 - Floor,,,Unmapped,The bill prices no beam concrete -- there is no beam item in any section. This is scope the model contains and the estimate never priced.,0.0
1WrzGm1SD2ev45B_OWQ39H,IFCBEAM,02 - Floor,,,Unmapped,The bill prices no beam concrete -- there is no beam item in any section. This is scope the model contains and the estimate never priced.,0.0
1WrzGm1SD2ev45B_OWQ39Q,IFCBEAM,02 - Floor,,,Unmapped,The bill prices no beam concrete -- there is no beam item in any section. This is scope the model contains and the estimate never priced.,0.0
1WrzGm1SD2ev45B_OWQ39S,IFCBEAM,02 - Floor,,,Unmapped,The bill prices no beam concrete -- there is no beam item in any section. This is scope the model contains and the estimate never priced.,0.0
1WrzGm1SD2ev45B_OWQ39V,IFCBEAM,02 - Floor,,,Unmapped,The bill prices no beam concrete -- there is no beam item in any section. This is scope the model contains and the estimate never priced.,0.0
1WrzGm1SD2ev45B_OWQ39Y,IFCBEAM,02 - Floor,,,Unmapped,The bill prices no beam concrete -- there is no beam item in any section. This is scope the model contains and the estimate never priced.,0.0
1WrzGm1SD2ev45B_OWQ39_,IFCBEAM,02 - Floor,,,Unmapped,The bill prices no beam concrete -- there is no beam item in any section. This is scope the model contains and the estimate never priced.,0.0
1WrzGm1SD2ev45B_OWQ39b,IFCBEAM,02 - Floor,,,Unmapped,The bill prices no beam concrete -- there is no beam item in any section. This is scope the model contains and the estimate never priced.,0.0
1WrzGm1SD2ev45B_OWQ39d,IFCBEAM,02 - Floor,,,Unmapped,The bill prices no beam concrete -- there is no beam item in any section. This is scope the model contains and the estimate never priced.,0.0
1WrzGm1SD2ev45B_OWQ39g,IFCBEAM,02 - Floor,,,Unmapped,The bill prices no beam concrete -- there is no beam item in any section. This is scope the model contains and the estimate never priced.,0.0
1WrzGm1SD2ev45B_OWQ39j,IFCBEAM,02 - Floor,,,Unmapped,The bill prices no beam concrete -- there is no beam item in any section. This is scope the model contains and the estimate never priced.,0.0
1WrzGm1SD2ev45B_OWQ39l,IFCBEAM,02 - Floor,,,Unmapped,The bill prices no beam concrete -- there is no beam item in any section. This is scope the model contains and the estimate never priced.,0.0
1WrzGm1SD2ev45B_OWQ39o,IFCBEAM,02 - Floor,,,Unmapped,The bill prices no beam concrete -- there is no beam item in any section. This is scope the model contains and the estimate never priced.,0.0
1WrzGm1SD2ev45B_OWQ39q,IFCBEAM,02 - Floor,,,Unmapped,The bill prices no beam concrete -- there is no beam item in any section. This is scope the model contains and the estimate never priced.,0.0
1WrzGm1SD2ev45B_OWQ39s,IFCBEAM,02 - Floor,,,Unmapped,The bill prices no beam concrete -- there is no beam item in any section. This is scope the model contains and the estimate never priced.,0.0
1WrzGm1SD2ev45B_OWQ39u,IFCBEAM,02 - Floor,,,Unmapped,The bill prices no beam concrete -- there is no beam item in any section. This is scope the model contains and the estimate never priced.,0.0
1WrzGm1SD2ev45B_OWQ39w,IFCBEAM,02 - Floor,,,Unmapped,The bill prices no beam concrete -- there is no beam item in any section. This is scope the model contains and the estimate never priced.,0.0
1WrzGm1SD2ev45B_OWQ39y,IFCBEAM,02 - Floor,,,Unmapped,The bill prices no beam concrete -- there is no beam item in any section. This is scope the model contains and the estimate never priced.,0.0
1WrzGm1SD2ev45B_OWQ3D0,IFCBEAM,02 - Floor,,,Unmapped,The bill prices no beam concrete -- there is no beam item in any section. This is scope the model contains and the estimate never priced.,0.0
1WrzGm1SD2ev45B_OWQ3D2,IFCBEAM,02 - Floor,,,Unmapped,The bill prices no beam concrete -- there is no beam item in any section. This is scope the model contains and the estimate never priced.,0.0
1WrzGm1SD2ev45B_OWQ3D4,IFCBEAM,02 - Floor,,,Unmapped,The bill prices no beam concrete -- there is no beam item in any section. This is scope the model contains and the estimate never priced.,0.0
1WrzGm1SD2ev45B_OWQ3D6,IFCBEAM,02 - Floor,,,Unmapped,The bill prices no beam concrete -- there is no beam item in any section. This is scope the model contains and the estimate never priced.,0.0
1WrzGm1SD2ev45B_OWQ3D8,IFCBEAM,02 - Floor,,,Unmapped,The bill prices no beam concrete -- there is no beam item in any section. This is scope the model contains and the estimate never priced.,0.0
1WrzGm1SD2ev45B_OWQ3DC,IFCBEAM,02 - Floor,,,Unmapped,The bill prices no beam concrete -- there is no beam item in any section. This is scope the model contains and the estimate never priced.,0.0
1WrzGm1SD2ev45B_OWQ3DE,IFCBEAM,02 - Floor,,,Unmapped,The bill prices no beam concrete -- there is no beam item in any section. This is scope the model contains and the estimate never priced.,0.0
1WrzGm1SD2ev45B_OWQ3DG,IFCBEAM,02 - Floor,,,Unmapped,The bill prices no beam concrete -- there is no beam item in any section. This is scope the model contains and the estimate never priced.,0.0
1WrzGm1SD2ev45B_OWQ3DI,IFCBEAM,02 - Floor,,,Unmapped,The bill prices no beam concrete -- there is no beam item in any section. This is scope the model contains and the estimate never priced.,0.0
1WrzGm1SD2ev45B_OWQ3DM,IFCBEAM,02 - Floor,,,Unmapped,The bill prices no beam concrete -- there is no beam item in any section. This is scope the model contains and the estimate never priced.,0.0
1WrzGm1SD2ev45B_OWQ3E2,IFCBEAM,02 - Floor,,,Unmapped,The bill prices no beam concrete -- there is no beam item in any section. This is scope the model contains and the estimate never priced.,0.0
1WrzGm1SD2ev45B_OWQ3E4,IFCBEAM,02 - Floor,,,Unmapped,The bill prices no beam concrete -- there is no beam item in any section. This is scope the model contains and the estimate never priced.,0.0
1WrzGm1SD2ev45B_OWQ3E9,IFCBEAM,02 - Floor,,,Unmapped,The bill prices no beam concrete -- there is no beam item in any section. This is scope the model contains and the estimate never priced.,0.0
1WrzGm1SD2ev45B_OWQ3EB,IFCBEAM,02 - Floor,,,Unmapped,The bill prices no beam concrete -- there is no beam item in any section. This is scope the model contains and the estimate never priced.,0.0
1WrzGm1SD2ev45B_OWQ3ED,IFCBEAM,02 - Floor,,,Unmapped,The bill prices no beam concrete -- there is no beam item in any section. This is scope the model contains and the estimate never priced.,0.0
1WrzGm1SD2ev45B_OWQ3EF,IFCBEAM,02 - Floor,,,Unmapped,The bill prices no beam concrete -- there is no beam item in any section. This is scope the model contains and the estimate never priced.,0.0
1WrzGm1SD2ev45B_OWQ3EH,IFCBEAM,02 - Floor,,,Unmapped,The bill prices no beam concrete -- there is no beam item in any section. This is scope the model contains and the estimate never priced.,0.0
1WrzGm1SD2ev45B_OWQ3EJ,IFCBEAM,02 - Floor,,,Unmapped,The bill prices no beam concrete -- there is no beam item in any section. This is scope the model contains and the estimate never priced.,0.0
1WrzGm1SD2ev45B_OWQ3EL,IFCBEAM,02 - Floor,,,Unmapped,The bill prices no beam concrete -- there is no beam item in any section. This is scope the model contains and the estimate never priced.,0.0
1WrzGm1SD2ev45B_OWQ3EN,IFCBEAM,02 - Floor,,,Unmapped,The bill prices no beam concrete -- there is no beam item in any section. This is scope the model contains and the estimate never priced.,0.0
1WrzGm1SD2ev45B_OWQ3EP,IFCBEAM,02 - Floor,,,Unmapped,The bill prices no beam concrete -- there is no beam item in any section. This is scope the model contains and the estimate never priced.,0.0
1WrzGm1SD2ev45B_OWQ3ER,IFCBEAM,02 - Floor,,,Unmapped,The bill prices no beam concrete -- there is no beam item in any section. This is scope the model contains and the estimate never priced.,0.0
1WrzGm1SD2ev45B_OWQ3ET,IFCBEAM,02 - Floor,,,Unmapped,The bill prices no beam concrete -- there is no beam item in any section. This is scope the model contains and the estimate never priced.,0.0
1WrzGm1SD2ev45B_OWQ3EX,IFCBEAM,02 - Floor,,,Unmapped,The bill prices no beam concrete -- there is no beam item in any section. This is scope the model contains and the estimate never priced.,0.0
1WrzGm1SD2ev45B_OWQ3EZ,IFCBEAM,02 - Floor,,,Unmapped,The bill prices no beam concrete -- there is no beam item in any section. This is scope the model contains and the estimate never priced.,0.0
1WrzGm1SD2ev45B_OWQ3E_,IFCBEAM,02 - Floor,,,Unmapped,The bill prices no beam concrete -- there is no beam item in any section. This is scope the model contains and the estimate never priced.,0.0
1WrzGm1SD2ev45B_OWQ3Eb,IFCBEAM,02 - Floor,,,Unmapped,The bill prices no beam concrete -- there is no beam item in any section. This is scope the model contains and the estimate never priced.,0.0
1WrzGm1SD2ev45B_OWQ3Ed,IFCBEAM,02 - Floor,,,Unmapped,The bill prices no beam concrete -- there is no beam item in any section. This is scope the model contains and the estimate never priced.,0.0
1WrzGm1SD2ev45B_OWQ3Eg,IFCBEAM,02 - Floor,,,Unmapped,The bill prices no beam concrete -- there is no beam item in any section. This is scope the model contains and the estimate never priced.,0.0
1WrzGm1SD2ev45B_OWQ3Ej,IFCBEAM,02 - Floor,,,Unmapped,The bill prices no beam concrete -- there is no beam item in any section. This is scope the model contains and the estimate never priced.,0.0
1WrzGm1SD2ev45B_OWQ3El,IFCBEAM,02 - Floor,,,Unmapped,The bill prices no beam concrete -- there is no beam item in any section. This is scope the model contains and the estimate never priced.,0.0
1WrzGm1SD2ev45B_OWQ3Em,IFCBEAM,02 - Floor,,,Unmapped,The bill prices no beam concrete -- there is no beam item in any section. This is scope the model contains and the estimate never priced.,0.0
1WrzGm1SD2ev45B_OWQ3Eo,IFCBEAM,02 - Floor,,,Unmapped,The bill prices no beam concrete -- there is no beam item in any section. This is scope the model contains and the estimate never priced.,0.0
1WrzGm1SD2ev45B_OWQ3Eq,IFCBEAM,02 - Floor,,,Unmapped,The bill prices no beam concrete -- there is no beam item in any section. This is scope the model contains and the estimate never priced.,0.0
1WrzGm1SD2ev45B_OWQ3Eu,IFCBEAM,02 - Floor,,,Unmapped,The bill prices no beam concrete -- there is no beam item in any section. This is scope the model contains and the estimate never priced.,0.0
1WrzGm1SD2ev45B_OWQ3Ew,IFCBEAM,02 - Floor,,,Unmapped,The bill prices no beam concrete -- there is no beam item in any section. This is scope the model contains and the estimate never priced.,0.0
1WrzGm1SD2ev45B_OWQ3Ey,IFCBEAM,02 - Floor,,,Unmapped,The bill prices no beam concrete -- there is no beam item in any section. This is scope the model contains and the estimate never priced.,0.0
1WrzGm1SD2ev45B_OWQ3F1,IFCBEAM,02 - Floor,,,Unmapped,The bill prices no beam concrete -- there is no beam item in any section. This is scope the model contains and the estimate never priced.,0.0
1WrzGm1SD2ev45B_OWQ3F4,IFCBEAM,02 - Floor,,,Unmapped,The bill prices no beam concrete -- there is no beam item in any section. This is scope the model contains and the estimate never priced.,0.0
1WrzGm1SD2ev45B_OWQ3F6,IFCBEAM,02 - Floor,,,Unmapped,The bill prices no beam concrete -- there is no beam item in any section. This is scope the model contains and the estimate never priced.,0.0
1WrzGm1SD2ev45B_OWQ3F8,IFCBEAM,02 - Floor,,,Unmapped,The bill prices no beam concrete -- there is no beam item in any section. This is scope the model contains and the estimate never priced.,0.0
1WrzGm1SD2ev45B_OWQ3FA,IFCBEAM,02 - Floor,,,Unmapped,The bill prices no beam concrete -- there is no beam item in any section. This is scope the model contains and the estimate never priced.,0.0
1WrzGm1SD2ev45B_OWQ3FC,IFCBEAM,02 - Floor,,,Unmapped,The bill prices no beam concrete -- there is no beam item in any section. This is scope the model contains and the estimate never priced.,0.0
1WrzGm1SD2ev45B_OWQ3FG,IFCBEAM,02 - Floor,,,Unmapped,The bill prices no beam concrete -- there is no beam item in any section. This is scope the model contains and the estimate never priced.,0.0
1WrzGm1SD2ev45B_OWQ3FI,IFCBEAM,02 - Floor,,,Unmapped,The bill prices no beam concrete -- there is no beam item in any section. This is scope the model contains and the estimate never priced.,0.0
1WrzGm1SD2ev45B_OWQ3FK,IFCBEAM,02 - Floor,,,Unmapped,The bill prices no beam concrete -- there is no beam item in any section. This is scope the model contains and the estimate never priced.,0.0
1WrzGm1SD2ev45B_OWQ3FM,IFCBEAM,02 - Floor,,,Unmapped,The bill prices no beam concrete -- there is no beam item in any section. This is scope the model contains and the estimate never priced.,0.0
1WrzGm1SD2ev45B_OWQ3FS,IFCBEAM,02 - Floor,,,Unmapped,The bill prices no beam concrete -- there is no beam item in any section. This is scope the model contains and the estimate never priced.,0.0
1WrzGm1SD2ev45B_OWQ3FU,IFCBEAM,02 - Floor,,,Unmapped,The bill prices no beam concrete -- there is no beam item in any section. This is scope the model contains and the estimate never priced.,0.0
1WrzGm1SD2ev45B_OWQ3FX,IFCBEAM,02 - Floor,,,Unmapped,The bill prices no beam concrete -- there is no beam item in any section. This is scope the model contains and the estimate never priced.,0.0
1WrzGm1SD2ev45B_OWQ3F_,IFCBEAM,02 - Floor,,,Unmapped,The bill prices no beam concrete -- there is no beam item in any section. This is scope the model contains and the estimate never priced.,0.0
1WrzGm1SD2ev45B_OWQ3Fd,IFCBEAM,02 - Floor,,,Unmapped,The bill prices no beam concrete -- there is no beam item in any section. This is scope the model contains and the estimate never priced.,0.0
1WrzGm1SD2ev45B_OWQ3Fj,IFCBEAM,02 - Floor,,,Unmapped,The bill prices no beam concrete -- there is no beam item in any section. This is scope the model contains and the estimate never priced.,0.0
1WrzGm1SD2ev45B_OWQ3Fl,IFCBEAM,02 - Floor,,,Unmapped,The bill prices no beam concrete -- there is no beam item in any section. This is scope the model contains and the estimate never priced.,0.0
1WrzGm1SD2ev45B_OWQ3Fm,IFCBEAM,02 - Floor,,,Unmapped,The bill prices no beam concrete -- there is no beam item in any section. This is scope the model contains and the estimate never priced.,0.0
1WrzGm1SD2ev45B_OWQ3Fo,IFCBEAM,02 - Floor,,,Unmapped,The bill prices no beam concrete -- there is no beam item in any section. This is scope the model contains and the estimate never priced.,0.0
1WrzGm1SD2ev45B_OWQ3Fu,IFCBEAM,02 - Floor,,,Unmapped,The bill prices no beam concrete -- there is no beam item in any section. This is scope the model contains and the estimate never priced.,0.0
1YIxPFMSHDRv0DqNut18K5,IFCREINFORCINGBAR,01 - Entry Level,2,2.14,Rebar,"Bar sits above ground, so it is taken as suspended-slab reinforcement. The model carries no bar-to-host relationship to confirm it.",0.6
1YIxPFMSHDRv0DqNut18K6,IFCREINFORCINGBAR,01 - Entry Level,2,2.14,Rebar,"Bar sits above ground, so it is taken as suspended-slab reinforcement. The model carries no bar-to-host relationship to confirm it.",0.6
1YIxPFMSHDRv0DqNut18Lc,IFCREINFORCINGBAR,01 - Entry Level,2,2.14,Rebar,"Bar sits above ground, so it is taken as suspended-slab reinforcement. The model carries no bar-to-host relationship to confirm it.",0.6
1YIxPFMSHDRv0DqNut18Ld,IFCREINFORCINGBAR,01 - Entry Level,2,2.14,Rebar,"Bar sits above ground, so it is taken as suspended-slab reinforcement. The model carries no bar-to-host relationship to confirm it.",0.6
1YIxPFMSHDRv0DqNut18Mo,IFCREINFORCINGBAR,01 - Entry Level,2,2.14,Rebar,"Bar sits above ground, so it is taken as suspended-slab reinforcement. The model carries no bar-to-host relationship to confirm it.",0.6
1YIxPFMSHDRv0DqNut18NG,IFCREINFORCINGBAR,01 - Entry Level,2,2.14,Rebar,"Bar sits above ground, so it is taken as suspended-slab reinforcement. The model carries no bar-to-host relationship to confirm it.",0.6
2$M5myxLHBzRtkBVyhm0OS,IFCCOLUMN,01 - Entry Level,2,2.04,Concrete,"Column concrete, priced per m3 of column.",0.9
2$M5myxLHBzRtkBVyhm0OS,IFCCOLUMN,01 - Entry Level,2,2.09,Formwork,Column formwork is implied by the column it forms.,0.9
2$M5myxLHBzRtkBVyhm0PB,IFCCOLUMN,01 - Entry Level,2,2.04,Concrete,"Column concrete, priced per m3 of column.",0.9
2$M5myxLHBzRtkBVyhm0PB,IFCCOLUMN,01 - Entry Level,2,2.09,Formwork,Column formwork is implied by the column it forms.,0.9
2$M5myxLHBzRtkBVyhm0RH,IFCCOLUMN,01 - Entry Level,2,2.04,Concrete,"Column concrete, priced per m3 of column.",0.9
2$M5myxLHBzRtkBVyhm0RH,IFCCOLUMN,01 - Entry Level,2,2.09,Formwork,Column formwork is implied by the column it forms.,0.9
2$M5myxLHBzRtkBVyhm0Rc,IFCCOLUMN,01 - Entry Level,2,2.04,Concrete,"Column concrete, priced per m3 of column.",0.9
2$M5myxLHBzRtkBVyhm0Rc,IFCCOLUMN,01 - Entry Level,2,2.09,Formwork,Column formwork is implied by the column it forms.,0.9
2$M5myxLHBzRtkBVyhm0Uu,IFCCOLUMN,01 - Entry Level,2,2.04,Concrete,"Column concrete, priced per m3 of column.",0.9
2$M5myxLHBzRtkBVyhm0Uu,IFCCOLUMN,01 - Entry Level,2,2.09,Formwork,Column formwork is implied by the column it forms.,0.9
2$M5myxLHBzRtkBVyhm0VH,IFCCOLUMN,01 - Entry Level,2,2.04,Concrete,"Column concrete, priced per m3 of column.",0.9
2$M5myxLHBzRtkBVyhm0VH,IFCCOLUMN,01 - Entry Level,2,2.09,Formwork,Column formwork is implied by the column it forms.,0.9
2$M5myxLHBzRtkBVyhm0VZ,IFCCOLUMN,01 - Entry Level,2,2.04,Concrete,"Column concrete, priced per m3 of column.",0.9
2$M5myxLHBzRtkBVyhm0VZ,IFCCOLUMN,01 - Entry Level,2,2.09,Formwork,Column formwork is implied by the column it forms.,0.9
22O7WvOu1F3RpVxpkqDC6M,IFCSLAB,01 - Entry Level,2,2.06,Concrete,"Suspended slab concrete, priced per m3 of slab.",0.9
22O7WvOu1F3RpVxpkqDC6M,IFCSLAB,01 - Entry Level,2,2.11,Formwork,Slab soffit formwork is implied by the slab it forms.,0.9
2Ci2k7uxXCqAqqsxOmESO$,IFCCOLUMN,01 - Entry Level,2,2.04,Concrete,"Column concrete, priced per m3 of column.",0.9
2Ci2k7uxXCqAqqsxOmESO$,IFCCOLUMN,01 - Entry Level,2,2.09,Formwork,Column formwork is implied by the column it forms.,0.9
